"UAI";"Type";"Corps";"Code.section";"Section";"Groupe";"Discipline";"Effectif"
"0290346U";"Université";"MCF";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";21
"0290346U";"Université";"MCF";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";2
"0290346U";"Université";"MCF";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";2
"0290346U";"Université";"MCF";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";15
"0290346U";"Université";"MCF";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";1
"0290346U";"Université";"MCF";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";8
"0290346U";"Université";"MCF";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";6
"0290346U";"Université";"MCF";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";15
"0290346U";"Université";"MCF";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";8
"0290346U";"Université";"MCF";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";16
"0290346U";"Université";"MCF";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";7
"0290346U";"Université";"MCF";27;"27-Informatique";"Mathématiques et informatique";"Sciences";25
"0290346U";"Université";"MCF";28;"28-Milieux denses et matériaux";"Physique";"Sciences";8
"0290346U";"Université";"MCF";30;"30-Milieux dilués et optique";"Physique";"Sciences";8
"0290346U";"Université";"MCF";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";14
"0290346U";"Université";"MCF";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";12
"0290346U";"Université";"MCF";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";12
"0290346U";"Université";"MCF";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";2
"0290346U";"Université";"MCF";37;"37-Météorologie, océanographie physique et physique de l'environnement";"Sciences de la terre";"Sciences";4
"0290346U";"Université";"MCF";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";3
"0290346U";"Université";"MCF";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";3
"0290346U";"Université";"MCF";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";2
"0290346U";"Université";"MCF";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";3
"0290346U";"Université";"MCF";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";2
"0290346U";"Université";"MCF";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";4
"0290346U";"Université";"MCF";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";3
"0290346U";"Université";"MCF";50;"50-Pathologie ostéo-articulaire, dermatologie et chirurgie plastique";"Médecine";"Médecine";1
"0290346U";"Université";"MCF";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";1
"0290346U";"Université";"MCF";52;"52-Maladies des appareils digestif et urinaire";"Médecine";"Médecine";1
"0290346U";"Université";"MCF";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";1
"0290346U";"Université";"MCF";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";3
"0290346U";"Université";"MCF";56;"56-Développement, croissance et prévention";"Odontologie";"Odontologie";4
"0290346U";"Université";"MCF";58;"58-Réhabilitation orale";"Odontologie";"Odontologie";4
"0290346U";"Université";"MCF";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";16
"0290346U";"Université";"MCF";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";13
"0290346U";"Université";"MCF";62;"62-Energétique, génie des procédés";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";1
"0290346U";"Université";"MCF";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";22
"0290346U";"Université";"MCF";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";28
"0290346U";"Université";"MCF";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";7
"0290346U";"Université";"MCF";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";20
"0290346U";"Université";"MCF";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";12
"0290346U";"Université";"MCF";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";8
"0290346U";"Université";"MCF";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";10
"0290346U";"Université";"MCF";72;"72-Epistémologie, histoire des sciences et des techniques";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0290346U";"Université";"MCF";73;"73-Cultures et langues régionales";"Pluridisciplinaire";"Lettres et sciences humaines";3
"0290346U";"Université";"MCF";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";9
"0290346U";"Université";"MCF";85;"85-Sciences physico-chimiques et ingénierie appliquée à la santé";"Pharmacie(mono-appartenants)";"Pharmacie";1
"0290346U";"Université";"MCF";86;"86-Sciences du médicament et des autres produits de santé";"Pharmacie(mono-appartenants)";"Pharmacie";1
"0290346U";"Université";"PR";1;"1-Droit privé et sciences criminelles";"Droit et science politique";"Droit, économie et gestion";5
"0290346U";"Université";"PR";2;"2-Droit public";"Droit et science politique";"Droit, économie et gestion";3
"0290346U";"Université";"PR";5;"5-Sciences économiques";"Sciences économiques et de gestion";"Droit, économie et gestion";3
"0290346U";"Université";"PR";6;"6-Sciences de gestion et du management";"Sciences économiques et de gestion";"Droit, économie et gestion";4
"0290346U";"Université";"PR";7;"7-Sciences du langage";"Langues et littératures";"Lettres et sciences humaines";1
"0290346U";"Université";"PR";8;"8-Langues et littératures anciennes";"Langues et littératures";"Lettres et sciences humaines";2
"0290346U";"Université";"PR";9;"9-Langue et littérature française";"Langues et littératures";"Lettres et sciences humaines";5
"0290346U";"Université";"PR";10;"10-Littératures comparées";"Langues et littératures";"Lettres et sciences humaines";1
"0290346U";"Université";"PR";11;"11-Etudes anglophones";"Langues et littératures";"Lettres et sciences humaines";5
"0290346U";"Université";"PR";14;"14-Etudes romanes";"Langues et littératures";"Lettres et sciences humaines";3
"0290346U";"Université";"PR";16;"16-Psychologie et ergonomie";"Sciences humaines";"Lettres et sciences humaines";3
"0290346U";"Université";"PR";17;"17-Philosophie";"Sciences humaines";"Lettres et sciences humaines";1
"0290346U";"Université";"PR";18;"18-Architecture (ses théories et ses pratiques), arts appliqués, arts plastiques, arts du spectacle, épistémologie des enseignements artistiques, esthétique, musicologie, musique, sciences de l'art";"Sciences humaines";"Lettres et sciences humaines";1
"0290346U";"Université";"PR";19;"19-Sociologie, démographie";"Sciences humaines";"Lettres et sciences humaines";4
"0290346U";"Université";"PR";20;"20-Ethnologie, préhistoire, anthropologie biologique";"Sciences humaines";"Lettres et sciences humaines";2
"0290346U";"Université";"PR";21;"21-Histoire, civilisations, archéologie et art des mondes anciens et médiévaux";"Sciences humaines";"Lettres et sciences humaines";2
"0290346U";"Université";"PR";22;"22-Histoire et civilisations : histoire des mondes modernes, histoire du monde contemporain , de l'art , de la musique";"Sciences humaines";"Lettres et sciences humaines";4
"0290346U";"Université";"PR";23;"23-Géographie physique, humaine, économique et régionale";"Sciences humaines";"Lettres et sciences humaines";2
"0290346U";"Université";"PR";24;"24-Aménagement de l'espace, urbanisme";"Sciences humaines";"Lettres et sciences humaines";4
"0290346U";"Université";"PR";25;"25-Mathématiques";"Mathématiques et informatique";"Sciences";8
"0290346U";"Université";"PR";26;"26-Mathématiques appliquées et applications des mathématiques";"Mathématiques et informatique";"Sciences";7
"0290346U";"Université";"PR";27;"27-Informatique";"Mathématiques et informatique";"Sciences";7
"0290346U";"Université";"PR";28;"28-Milieux denses et matériaux";"Physique";"Sciences";6
"0290346U";"Université";"PR";30;"30-Milieux dilués et optique";"Physique";"Sciences";3
"0290346U";"Université";"PR";31;"31-Chimie théorique, physique, analytique";"Chimie";"Sciences";3
"0290346U";"Université";"PR";32;"32-Chimie organique, minérale, industrielle";"Chimie";"Sciences";5
"0290346U";"Université";"PR";35;"35-Structure et évolution de la terre et des autres planètes";"Sciences de la terre";"Sciences";6
"0290346U";"Université";"PR";36;"36-Terre solide : géodynamique des enveloppes supérieure, paléo-biosphère";"Sciences de la terre";"Sciences";3
"0290346U";"Université";"PR";37;"37-Météorologie, océanographie physique et physique de l'environnement";"Sciences de la terre";"Sciences";2
"0290346U";"Université";"PR";42;"42-Morphologie et morphogenèse";"Médecine";"Médecine";3
"0290346U";"Université";"PR";43;"43-Biophysique et imagerie Médecine";"Médecine";"Médecine";5
"0290346U";"Université";"PR";44;"44-Biochimie, biologie cellulaire et moléculaire, physiologie et nutrition";"Médecine";"Médecine";5
"0290346U";"Université";"PR";45;"45-Microbiologie, maladies transmissibles et hygiène";"Médecine";"Médecine";4
"0290346U";"Université";"PR";46;"46-Santé publique, environnement et société";"Médecine";"Médecine";2
"0290346U";"Université";"PR";47;"47-Cancérologie, génétique, hématologie, immunologie";"Médecine";"Médecine";8
"0290346U";"Université";"PR";48;"48-Anesthésiologie, réanimation, médecine d'urgence, pharmacologie et thérapeutique";"Médecine";"Médecine";5
"0290346U";"Université";"PR";49;"49-Pathologie nerveuse et musculaire, pathologie mentale, handicap et rééducation";"Médecine";"Médecine";5
"0290346U";"Université";"PR";50;"50-Pathologie ostéo-articulaire, dermatologie et chirurgie plastique";"Médecine";"Médecine";6
"0290346U";"Université";"PR";51;"51-Pathologie cardiorespiratoire et vasculaire";"Médecine";"Médecine";7
"0290346U";"Université";"PR";52;"52-Maladies des appareils digestif et urinaire";"Médecine";"Médecine";7
"0290346U";"Université";"PR";53;"53-Médecine interne, gériatrie et chirurgie générale";"Médecine";"Médecine";4
"0290346U";"Université";"PR";54;"54-Développement et pathologie de l'enfant, gynécologie-obstétrique, endocrinologie et reproduction";"Médecine";"Médecine";5
"0290346U";"Université";"PR";55;"55-Pathologie de la tête et du cou";"Médecine";"Médecine";2
"0290346U";"Université";"PR";57;"57-Chirurgie orale - parondontologie - biologie orale";"Odontologie";"Odontologie";2
"0290346U";"Université";"PR";58;"58-Réhabilitation orale";"Odontologie";"Odontologie";2
"0290346U";"Université";"PR";60;"60-Mécanique, génie mécanique, génie civil";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";3
"0290346U";"Université";"PR";61;"61-Génie informatique, automatique et traitement du signal";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";4
"0290346U";"Université";"PR";63;"63-Génie électrique, électronique, photonique et systèmes";"Mécanique, génie informatique, énergétique, génie électrique";"Sciences";6
"0290346U";"Université";"PR";64;"64-Biochimie et biologie moléculaire";"Biologie et biochimie, neurosciences";"Sciences";4
"0290346U";"Université";"PR";65;"65-Biologie cellulaire";"Biologie et biochimie, neurosciences";"Sciences";2
"0290346U";"Université";"PR";66;"66-Physiologie";"Biologie et biochimie, neurosciences";"Sciences";4
"0290346U";"Université";"PR";67;"67-Biologie des populations et écologie";"Biologie et biochimie, neurosciences";"Sciences";6
"0290346U";"Université";"PR";68;"68-Biologie des organismes";"Biologie et biochimie, neurosciences";"Sciences";8
"0290346U";"Université";"PR";70;"70-Sciences de l'éducation et de la formation";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0290346U";"Université";"PR";73;"73-Cultures et langues régionales";"Pluridisciplinaire";"Lettres et sciences humaines";2
"0290346U";"Université";"PR";74;"74-Sciences et techniques des activités physiques et sportives";"Pluridisciplinaire";"Lettres et sciences humaines";4
